"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"ogółem";"2019";4537;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"ogółem";"2020";5868;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"ogółem";"2021";4140;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"ogółem";"2022";4102;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"ogółem";"2023";4434;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"ogółem";"2024";4330;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"mężczyźni";"2015";4228;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"mężczyźni";"2016";2900;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"mężczyźni";"2017";1893;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"mężczyźni";"2018";1579;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"mężczyźni";"2019";1559;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"mężczyźni";"2020";2363;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"mężczyźni";"2021";1553;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"mężczyźni";"2022";1635;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"mężczyźni";"2023";1875;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"mężczyźni";"2024";1893;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"kobiety";"2015";6151;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"kobiety";"2016";4942;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"kobiety";"2017";3972;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"kobiety";"2018";3509;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"kobiety";"2019";2978;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"kobiety";"2020";3505;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"kobiety";"2021";2587;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"kobiety";"2022";2467;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"kobiety";"2023";2559;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"24 lata i mniej";"kobiety";"2024";2437;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"ogółem";"2015";69014;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"ogółem";"2016";58000;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"ogółem";"2017";46734;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"ogółem";"2018";40914;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"ogółem";"2019";37234;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"ogółem";"2020";46150;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"ogółem";"2021";39306;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"ogółem";"2022";36042;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"ogółem";"2023";35275;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"ogółem";"2024";35345;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"mężczyźni";"2015";32283;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"mężczyźni";"2016";26503;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"mężczyźni";"2017";20129;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"mężczyźni";"2018";17304;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"mężczyźni";"2019";15958;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"mężczyźni";"2020";21139;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"mężczyźni";"2021";17605;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"mężczyźni";"2022";15909;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"mężczyźni";"2023";16314;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"mężczyźni";"2024";16565;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"kobiety";"2015";36731;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"kobiety";"2016";31497;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"kobiety";"2017";26605;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"kobiety";"2018";23610;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"kobiety";"2019";21276;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"kobiety";"2020";25011;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"kobiety";"2021";21701;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"kobiety";"2022";20133;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"kobiety";"2023";18961;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25 i więcej";"kobiety";"2024";18780;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"ogółem";"2015";20536;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"ogółem";"2016";17181;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"ogółem";"2017";13774;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"ogółem";"2018";12356;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"ogółem";"2019";10993;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"ogółem";"2020";13466;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"ogółem";"2021";10749;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"ogółem";"2022";9362;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"ogółem";"2023";8941;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"ogółem";"2024";8652;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"mężczyźni";"2015";7340;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"mężczyźni";"2016";5618;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"mężczyźni";"2017";3788;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"mężczyźni";"2018";3318;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"mężczyźni";"2019";2951;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"mężczyźni";"2020";4339;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"mężczyźni";"2021";3144;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"mężczyźni";"2022";2670;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"mężczyźni";"2023";2892;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"mężczyźni";"2024";2898;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"kobiety";"2015";13196;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"kobiety";"2016";11563;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"kobiety";"2017";9986;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"kobiety";"2018";9038;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"kobiety";"2019";8042;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"kobiety";"2020";9127;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"kobiety";"2021";7605;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"kobiety";"2022";6692;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"kobiety";"2023";6049;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"25-34";"kobiety";"2024";5754;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"ogółem";"2015";16688;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"ogółem";"2016";14300;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"ogółem";"2017";11962;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"ogółem";"2018";10633;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"ogółem";"2019";9861;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"ogółem";"2020";13046;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"ogółem";"2021";11199;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"ogółem";"2022";10456;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"ogółem";"2023";10251;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"ogółem";"2024";10428;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"mężczyźni";"2015";6760;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"mężczyźni";"2016";5651;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"mężczyźni";"2017";4243;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"mężczyźni";"2018";3626;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"mężczyźni";"2019";3508;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"mężczyźni";"2020";5203;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"mężczyźni";"2021";4244;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"mężczyźni";"2022";3928;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"mężczyźni";"2023";4049;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"mężczyźni";"2024";4230;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"kobiety";"2015";9928;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"kobiety";"2016";8649;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"kobiety";"2017";7719;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"kobiety";"2018";7007;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"kobiety";"2019";6353;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"kobiety";"2020";7843;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"kobiety";"2021";6955;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"kobiety";"2022";6528;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"kobiety";"2023";6202;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"35-44";"kobiety";"2024";6198;"osoba";"";
